customer_id,gross_revenue,recency_days,purchases_quantity,qt_items,qt_returns,purchased_returned_diff,cluster
12583,6705.38,2.0,15.0,5028.0,50.0,8.512783482927537,insiders
15291,4623.3,25.0,14.0,2102.0,29.0,7.636752112435779,insiders
14688,5630.87,7.0,21.0,3621.0,399.0,8.07775756373692,insiders
17809,5411.91,16.0,12.0,2057.0,41.0,7.60887062919126,insiders
15311,60767.9,0.0,91.0,38194.0,474.0,10.537945736747394,insiders
16029,72882.09,38.0,62.0,40207.0,8004.0,10.379814894894523,insiders
12431,6382.45,35.0,15.0,2899.0,50.0,7.954723334497908,insiders
17511,91062.38,2.0,31.0,64549.0,1535.0,11.051112202908191,insiders
13408,28117.04,1.0,62.0,16232.0,104.0,9.688312170871095,insiders
13767,17220.36,2.0,37.0,7322.0,64.0,8.889859587773016,insiders
15513,14758.220000000001,33.0,19.0,5709.0,164.0,8.620651899784468,insiders
16218,3084.68,29.0,7.0,2088.0,11.0,7.638679823876112,insiders
14307,2995.72,88.0,6.0,2058.0,0.0,7.629489916393995,insiders
17920,4192.2,4.0,17.0,2514.0,0.0,7.829630389150193,insiders
13694,65039.62,3.0,50.0,63312.0,1504.0,11.031788084906063,insiders
14849,7930.54,21.0,25.0,5694.0,38.0,8.640472207576408,insiders
16210,21076.3,1.0,17.0,7558.0,0.0,8.930361883909434,insiders
17377,4100.92,23.0,20.0,2076.0,1.0,7.637716432664798,insiders
12748,32317.32,0.0,206.0,25511.0,1535.0,10.084808608996498,insiders
12662,3543.78,0.0,11.0,2041.0,18.0,7.612336837167746,insiders
12433,13375.87,0.0,7.0,11071.0,0.0,9.312084355859467,insiders
14911,136275.72,1.0,198.0,80179.0,3331.0,11.249584723904606,insiders
17841,40967.72,1.0,124.0,23053.0,203.0,10.036706396322352,insiders
12472,6068.11,32.0,7.0,4120.0,128.0,8.292047637431354,insiders
13093,7832.47,275.0,8.0,3961.0,18.0,8.279697133877628,insiders
12921,16587.09,9.0,37.0,9526.0,72.0,9.154193211353181,insiders
13468,5704.97,1.0,37.0,2589.0,8.0,7.855932199718614,insiders
16928,2839.65,80.0,17.0,2113.0,20.0,7.646353722445999,insiders
13777,25977.16,0.0,33.0,12897.0,90.0,9.457747175426071,insiders
18229,7276.900000000001,11.0,20.0,2488.0,0.0,7.81923445385907,insiders
14606,12021.65,1.0,91.0,6215.0,245.0,8.694502206386648,insiders
13576,6717.34,10.0,18.0,2646.0,6.0,7.878534196140362,insiders
13090,8895.82,8.0,13.0,2262.0,69.0,7.693025748417888,insiders
14092,4076.91,7.0,14.0,2066.0,5.0,7.630946580890459,insiders
13941,5112.96,21.0,5.0,2364.0,57.0,7.7437032581737535,insiders
17017,8694.26,2.0,20.0,6673.0,60.0,8.796792687674662,insiders
14135,4690.31,1.0,15.0,3850.0,0.0,8.25582842728183,insiders
12471,17424.05,2.0,27.0,8104.0,246.0,8.969287400118406,insiders
15601,6776.56,11.0,14.0,4983.0,5.0,8.512783482927537,insiders
13418,6127.43,11.0,18.0,3918.0,79.0,8.252967195000798,insiders
18041,4183.39,11.0,21.0,3819.0,9.0,8.245384468120747,insiders
15955,4416.26,24.0,14.0,2135.0,11.0,7.66105638236183,insiders
14390,4652.82,10.0,9.0,2136.0,11.0,7.661527081358517,insiders
14060,6140.42,4.0,19.0,5386.0,12.0,8.589327789175437,insiders
15544,3546.71,9.0,9.0,3109.0,4.0,8.040768994367578,insiders
15738,4812.42,18.0,16.0,2982.0,15.0,7.995306620290822,insiders
17381,20275.61,8.0,29.0,25649.0,3.0,10.152142893019061,insiders
15838,33643.08,11.0,19.0,18368.0,9360.0,9.105868350379472,insiders
16186,4006.94,22.0,12.0,3020.0,12.0,8.00903068506973,insiders
17581,11045.04,0.0,25.0,5927.0,66.0,8.676075516476429,insiders
17567,4331.48,7.0,8.0,2632.0,204.0,7.794823152179389,insiders
15061,54534.14,3.0,48.0,28920.0,282.0,10.262489786233951,insiders
15640,12515.66,4.0,15.0,6607.0,35.0,8.790573479157159,insiders
14031,17286.86,7.0,19.0,5788.0,417.0,8.58876938990546,insiders
12971,11189.91,3.0,86.0,9289.0,85.0,9.127393451155257,insiders
15299,3907.01,67.0,6.0,2947.0,5.0,7.9868449011613825,insiders
14156,116729.63,9.0,54.0,57872.0,859.0,10.951034590988078,insiders
17757,5601.34,1.0,30.0,3319.0,4.0,8.106212902619962,insiders
13798,37153.85,1.0,57.0,23948.0,434.0,10.065351267427687,insiders
16754,2002.4,372.0,1.0,4280.0,0.0,8.361708288575842,insiders
15093,4597.02,18.0,6.0,3760.0,27.0,8.224967478914584,insiders
17396,7312.8,39.0,7.0,2004.0,0.0,7.602900462204755,insiders
18225,5509.12,3.0,12.0,3244.0,38.0,8.072779333169498,insiders
12841,4022.35,4.0,25.0,2757.0,74.0,7.894690850425624,insiders
14680,28754.11,25.0,16.0,13476.0,1002.0,9.431401757086068,insiders
12557,11990.960000000001,16.0,5.0,4384.0,0.0,8.385716828627851,insiders
13013,4810.9400000000005,1.0,13.0,2224.0,7.0,7.7039102096163115,insiders
16013,37130.6,3.0,47.0,15536.0,1594.0,9.542661146046344,insiders
17949,58030.48,1.0,44.0,30450.0,2878.0,10.224556044005542,insiders
12779,3981.36,37.0,8.0,2024.0,28.0,7.59890045687141,insiders
12682,11028.22,3.0,31.0,5505.0,0.0,8.61341204915678,insiders
17954,2332.72,5.0,12.0,2234.0,5.0,7.709308333385869,insiders
15769,56252.72,7.0,26.0,29672.0,2012.0,10.227742605218749,insiders
12395,2682.63,19.0,12.0,2097.0,5.0,7.645875825184813,insiders
13081,28337.38,11.0,11.0,19068.0,138.0,9.848503244203368,insiders
17243,8668.45,1.0,26.0,3366.0,8.0,8.119100837637486,insiders
13089,58825.83,2.0,97.0,31070.0,283.0,10.33484780193963,insiders
16033,8816.4,5.0,20.0,3539.0,23.0,8.165079258805068,insiders
18055,6784.1900000000005,7.0,10.0,2455.0,5.0,7.803843303538772,insiders
18109,8052.97,1.0,26.0,4237.0,18.0,8.347353412124338,insiders
13069,4436.12,0.0,24.0,5885.0,419.0,8.606302366488013,insiders
14800,4339.74,47.0,12.0,3655.0,21.0,8.198089248956116,insiders
16839,16594.35,8.0,34.0,8975.0,504.0,9.044403844431551,insiders
16931,4604.22,5.0,21.0,3158.0,0.0,8.057694194815587,insiders
16814,6499.2,14.0,21.0,2763.0,1.0,7.923710333969238,insiders
13269,5346.2300000000005,1.0,15.0,3514.0,5.0,8.163086375583216,insiders
12567,8609.28,22.0,10.0,4261.0,216.0,8.305236829492593,insiders
16353,6675.71,3.0,23.0,2006.0,0.0,7.603897968521881,insiders
18118,5651.42,10.0,26.0,2870.0,5.0,7.9603236291488395,insiders
16327,3813.62,14.0,6.0,2535.0,0.0,7.837948916025283,insiders
15570,4165.52,7.0,12.0,2067.0,9.0,7.629489916393995,insiders
17858,5155.66,5.0,12.0,2706.0,0.0,7.903226808730733,insiders
14527,8507.82,2.0,55.0,2087.0,4.0,7.641564441260972,insiders
17863,3160.0,59.0,6.0,2638.0,0.0,7.87777633327726,insiders
15023,6783.86,3.0,11.0,2862.0,8.0,7.956476798036782,insiders
15867,3806.1,5.0,15.0,2041.0,2.0,7.620214770574455,insiders
15555,4802.18,12.0,16.0,4409.0,28.0,8.385032287813898,insiders
12720,5115.7300000000005,2.0,25.0,4635.0,17.0,8.43771698991444,insiders
16422,34684.4,17.0,51.0,33704.0,120.0,10.421805042060415,insiders
15502,6923.98,15.0,10.0,4232.0,407.0,8.249313746260636,insiders
17677,16363.23,1.0,30.0,9775.0,50.0,9.182455168486648,insiders
17428,17256.85,0.0,28.0,9474.0,39.0,9.152181457802651,insiders
16161,5575.56,1.0,19.0,2599.0,58.0,7.840312983320164,insiders
15039,19914.44,9.0,47.0,9209.0,18.0,9.12598002335811,insiders
14189,4654.08,2.0,15.0,3937.0,18.0,8.273591798199632,insiders
12474,6745.79,17.0,18.0,4812.0,83.0,8.461469042643875,insiders
15301,5070.35,50.0,12.0,2775.0,7.0,7.92588031673756,insiders
17596,2827.93,23.0,7.0,4400.0,0.0,8.389359819906353,insiders
15078,9743.11,7.0,32.0,5105.0,36.0,8.53089883847235,insiders
14085,4448.54,2.0,18.0,3184.0,1.0,8.065579427282092,insiders
16722,4730.81,17.0,13.0,5001.0,12.0,8.514990767861038,insiders
14667,9236.95,10.0,25.0,5384.0,3.0,8.59062950948942,insiders
17068,4545.89,12.0,21.0,2159.0,10.0,7.67275789664251,insiders
15194,7616.53,3.0,15.0,5703.0,55.0,8.639056779173078,insiders
17450,194550.79,8.0,46.0,69993.0,952.0,11.142455810009308,insiders
12681,12365.54,14.0,22.0,7457.0,15.0,8.914894908906568,insiders
17735,13110.02,2.0,19.0,8439.0,0.0,9.040619097157967,insiders
14733,9585.91,16.0,12.0,3764.0,39.0,8.22282213081366,insiders
13756,5189.52,2.0,14.0,3188.0,24.0,8.059592328887545,insiders
13319,10845.550000000001,5.0,26.0,4724.0,38.0,8.452334619067742,insiders
17491,3558.87,1.0,10.0,2013.0,1.0,7.60688453121963,insiders
14282,3729.34,3.0,15.0,2668.0,0.0,7.889084407035514,insiders
13488,8968.31,17.0,13.0,4518.0,6.0,8.414495793177895,insiders
17675,20374.28,1.0,31.0,8360.0,82.0,9.021356672308677,insiders
16904,3750.4700000000003,4.0,16.0,2024.0,0.0,7.6128310304073565,insiders
12347,4310.0,2.0,7.0,2458.0,0.0,7.80710329012598,insiders
14739,3902.28,4.0,7.0,3820.0,3.0,8.247220052745229,insiders
18399,11540.34,367.0,1.0,2200.0,0.0,7.696212639346407,insiders
12839,5591.42,2.0,14.0,3807.0,2.0,8.244071270295786,insiders
18102,259657.3,0.0,60.0,64124.0,0.0,11.068573987809565,insiders
13078,12627.94,3.0,26.0,5630.0,73.0,8.622813673279921,insiders
13050,5833.11,14.0,17.0,3747.0,41.0,8.217708406845306,insiders
12709,9430.52,15.0,15.0,3919.0,103.0,8.246958032568177,insiders
14796,8020.93,1.0,17.0,6021.0,83.0,8.689127655323706,insiders
16779,10629.720000000001,2.0,22.0,5325.0,89.0,8.56331312702979,insiders
13599,5153.67,1.0,21.0,3294.0,124.0,8.061486866871327,insiders
13199,9802.12,3.0,37.0,6175.0,4.0,8.727616178321068,insiders
14032,2975.59,2.0,11.0,2032.0,24.0,7.60489448081162,insiders
17706,10504.49,4.0,17.0,3899.0,66.0,8.251403065380556,insiders
16525,13027.45,2.0,26.0,7397.0,904.0,8.778479952508487,insiders
14952,8099.49,59.0,11.0,3355.0,60.0,8.100161446936607,insiders
13126,2099.64,4.0,8.0,2143.0,13.0,7.6638772587034705,insiders
16558,8338.49,0.0,20.0,5377.0,31.0,8.584103896698863,insiders
16713,6923.13,18.0,15.0,4276.0,12.0,8.357962965845681,insiders
15529,3992.68,22.0,11.0,3495.0,7.0,8.15708378502887,insiders
15498,13316.4,2.0,27.0,6105.0,15.0,8.714403360703942,insiders
14051,15610.390000000001,0.0,23.0,3756.0,15.0,8.227108234348146,insiders
15032,4959.1,256.0,3.0,2968.0,300.0,7.889084407035514,insiders
13113,12245.960000000001,0.0,24.0,3045.0,449.0,7.86172707782398,insiders
16553,5719.82,163.0,12.0,4600.0,5.0,8.432724034789787,insiders
14299,3965.62,8.0,9.0,2149.0,136.0,7.607381425639791,insiders
12766,6457.63,3.0,7.0,3627.0,0.0,8.196161139282902,insiders
15298,4799.9,2.0,12.0,3116.0,364.0,7.920083199053234,insiders
15005,6314.87,15.0,28.0,4245.0,43.0,8.343315881404946,insiders
14866,14353.4,10.0,11.0,6751.0,183.0,8.789964651132264,insiders
13848,1255.0,92.0,3.0,3700.0,0.0,8.216088098632316,insiders
17340,12353.29,29.0,11.0,5967.0,64.0,8.683215975240689,insiders
16700,5076.55,8.0,13.0,4024.0,5.0,8.2987883944492,insiders
16011,3362.71,8.0,16.0,2042.0,0.0,7.621684998724611,insiders
18092,9068.26,2.0,11.0,4252.0,2.0,8.354674261918463,insiders
15358,8347.2,4.0,22.0,7050.0,123.0,8.843182098022606,insiders
12481,5020.32,22.0,10.0,3272.0,14.0,8.08886878916199,insiders
12621,12411.67,1.0,20.0,7369.0,36.0,8.9001399880938,insiders
12683,7612.57,4.0,14.0,4934.0,84.0,8.48673398393153,insiders
13854,8109.5199999999995,8.0,25.0,2296.0,18.0,7.731053144007127,insiders
17857,25301.54,4.0,22.0,14822.0,170.0,9.592332123898705,insiders
15856,16386.31,4.0,27.0,11002.0,64.0,9.299998243906717,insiders
13102,6424.09,1.0,24.0,4204.0,44.0,8.333270353255308,insiders
